state,district,college_name
Tamil Nadu,Coimbatore,"SRI RAMAKRISHNA INSTITUTE OF PARAMEDICAL SCIENCES, COLLEGE OF NURSING (Inst. Code - 034), COIMBATORE"
Puducherry,Puducherry,Vector Control Research Centre (I.C.M.R.)
Andhra Pradesh,Chittoor,Rayalaseema College of Graduation Tirupati Urban
Chhatisgarh,Raigarh,"L A M Medical College, Raigarh"
Rajasthan,Jhunjhunun,"Ramkishan Jugal Kishor Barasia PG Mahavi., Jhunjhunun"
Punjab,Firozpur,"Dev Samaj College for Women, Firozpur"
Madhya Pradesh,Jabalpur,"""Government Engineering College, Gokulpur, Ranjhi Jabalpur, Jabalpur - 482001"""
Tamil Nadu,Sivaganga,"RASS ACADEMY COLLEGE OF NURSING (Inst. Code - 228), SIVAGANGA"
Tamil Nadu,Namakkal,"J.K.K MUNIRAJAH MEDICAL RESEARCH FOUNDATION, ANNAI J.K.K. SAMPOORANI AMMAL COLLEGE OF NURSING (Inst. Code - 068), NAMAKKAL"
Tamil Nadu,Kancheepuram,"ADHIPARASAKTHI COLLEGE OF PHYSIOTHERAPY AND PARAMEDICAL SCIENCES (Inst. Code - 107), KANCHEEPURAM"
Madhya Pradesh,Mandsaur,"Dr. Rawatmal Dhanroupmalji Sojatia College of Education, Bhanpura"
Andaman & Nicobar Islands,Nicobars,Regional Medical Research Institute (I.C.M.R.)
Uttar Pradesh,Ghazipur,"Mahant Pavahari Shribalkrishna Yati Kanya Mahavidyalaya Hathiyaram, Ghazipur"
Uttar Pradesh,Hardoi,"J P LODHI MAHILA MAHAVIDYALAYA, BHARAWAN"
Uttar Pradesh,Mahoba,"ROSHAN SINGH BADAN SINGH GAYATRI MAHAVIDYALAYA, KABARAI"
Uttar Pradesh,Shahjahanpur,Gandhi Faiz-e-aam (PG) College
Madhya Pradesh,Indore,"M.I.B.E. Graduate School for Nurses, Sanyogitaganj, Indore"
Telangana,Nalgonda,"MSR COLLEGE OF EDUCAITON, SURYAPET"
Andhra Pradesh,Sri Potti Sriramulu Nellore,"Mekapati Rajamohan Reddy Inst. of Tech & Science, Udayagiri"
Uttar Pradesh,Farrukhabad,"MAJOR S.D. SINGH DEGREE COLLEGE, MOHAMMDABAD,"
Meghalaya,East Khasi Hills,K. L. Bajoria College
Tamil Nadu,Kancheepuram,Saveetha School of Engineering
Madhya Pradesh,Bhopal,"R.K.D.F.Institute Of Pharmacy Science, Bhopal, N.H. 12, Hoshangabad Road, Near Mark Hotel, Bhopal"
Telangana,Rangareddy,Jagruti Institute of Engineering & Technology
Kerala,Thiruvananthapuram,"New B.Ed. College, Nellimoodu, Thiruvananthapuram"
Rajasthan,Dungarpur,MSRD TEACHERS TRAINING COLLEGE
Maharashtra,Pune,"TSSM's Bhivarabai Sawant College of Engineering & Research, Narhe, Taluka Haveli, District Pune 411041."
Tamil Nadu,Thanjavur,"INDIAN INSTITUTE OF CROP PROCESSING TECHNOLOGY, THANJAVUR"
Uttar Pradesh,Kannauj,"RADHE SHYAM SMARAK MAHAVIDHYALAYA, BAHOSI,"
Maharashtra,Wardha,"Sri Shankarprasad College of Engineering, Sindi meghe"
Uttar Pradesh,Kanpur Nagar,"SHAHID BHAGAT SINGH LAW COLLEGE, BITHOOR,"
Tamil Nadu,Coimbatore,Michael Job Memorial College of Education for Women
Uttar Pradesh,Auraiya,"RAM KISHORE SMARAK MAHAVIDHYALAYA, JADUVANSHPUR"
Tamil Nadu,Kancheepuram,"KARPAGA VINYAKA INSTITUTE OF DENTAL SCIENCES (Inst. Code - 272), KANCHEEPURAM"
Tamil Nadu,Coimbatore,"SURABI COLLEGE OF NURSING (Inst. Code - 502), COIMBATORE"
Punjab,Firozpur,"Anil Baghi College of Nursing, Village Malwal, Ferozepur Moga Road, Ferozepur"
Kerala,Thiruvananthapuram,"Kerala Institute of Co-operative Management, Nettukaltheri, Neyyar Dam, Thiruvananthapuram"
Andhra Pradesh,Chittoor,"Sreenivasa Inst. of Technology & Management Studies, Thimmasamudram, Chittoor"
Punjab,Moga,"Satyam College of Education, Ghall Kalan"
Telangana,Hyderabad,Hindi Mahavidyalaya Degree College
Uttar Pradesh,Gautam Buddha Nagar,"IIMT COLLEGE OF ENGINEERING, GREATER NOIDA"
Kerala,Palakkad,"DEVAKI AMMA COLLEGE OF PHARMACY, CHELEMBRA"
Tamil Nadu,Tirunelveli,"TIRUNELVELI MEDICAL COLLEGE (Inst. Code - 008), TIRUNELVELI"
Maharashtra,Ahmadnagar,"Rural Medical College, Loni"
Rajasthan,Jaipur,"Ram Krishan Colege of Edu., Jaipur"
Tamil Nadu,Chennai,JAYAGOVIND HARIGOPAL AGARWAL AGARSEN COLLEGE
Uttar Pradesh,Deoria,"Pt. Deena Nath Pandey Rajkeeya Mahila P. G. College, Deoria"
Karnataka,Bengaluru Urban,"Koshys College, No.31/1, Hennur-Bagalur Road, Kadusonnappana Halli, Bangalore -562"
Maharashtra,Ratnagiri,Distinctive Education Soceity's
Rajasthan,Sikar,"Shri Shastri mahila TT College, Sikar"
Himachal Pradesh,Solan,"Govt. College, Nalagarh, Distt. Solan"
Andhra Pradesh,Chittoor,Kuppam Engineering College. Chittoor
Maharashtra,Ahmadnagar,"College of Nursing, Loni"
Maharashtra,Ahmadnagar,"Center for Biotechnology, Loni"
Karnataka,Chikkaballapura,DR. LALITHA MANOHARAN COLLEGE OF NURSING
Maharashtra,Raigarh,"MGM Institute's University Department of Physiotherapy, Navi Mumbai"
Himachal Pradesh,Hamirpur,"Sidharth Govt. Degree College, Nadaun. Distt Hamirpur"
Kerala,Idukki,"Govt. Engineering College, Painavu P.O., ldukki- 685"
Telangana,Medak,Vishnu Institute of Pharmaceutical Education and Research
Assam,Kokrajhar,"Science College, Kokrajhar"
Tamil Nadu,Kanniyakumari,Marthandam College of Engineering and Technology
Rajasthan,Udaipur,"BHUPAL NOBLES COLLEGE OF PHARMACY, UDAIPUR"
Haryana,Panchkula,Shree Sat Guru Dev College of Education for Girls
Maharashtra,Nashik,Pravara Rural Education Society's College of Pharmacy
Maharashtra,Nagpur,"National Fire Extinguish Service College, Civil Lines"
Uttar Pradesh,Kaushambi,"DR. A.H. RIZVI DEGREE COLLEGE, KARARI,"
Tamil Nadu,Pudukkottai,"MOUNT ZION COLLEGE OF NURSING (Inst. Code - 331), PUDUKKOTTAI"
Sikkim,East District,"Sikkim Government College,Tadong"
Kerala,Ernakulam,"Mar Athanasius College of Egineering, Kothamangalam, Ernakulam -686"
Telangana,Hyderabad,"Eashwaribai Memorial College of Nursing, Secunderabad"
Maharashtra,Pune,"College of Engineering Pune, Wellesely Road, Shivajinagar, Pune - 411 005."
Tamil Nadu,Tirunelveli,"ALADI ARUNA COLLEGE OF NURSING (Inst. Code - 337), TIRUNELVELI"
Tamil Nadu,Kancheepuram,SHRI SATHYA SAI MEDICAL COLLEGE AND RESEARCH INSTITUTE
Karnataka,Bengaluru Urban,"Bishop Cotton Academy of Professional management, 23/C Sector A, Yelahanka New Town, Bangalore -64"
Punjab,Amritsar,"Sai Institute of Management, Manawala"
Andhra Pradesh,Chittoor,"Priyadarshini Institute of Technology Maharajpuram, Tirupathi"
Uttar Pradesh,Fatehpur,KESHVANAND MAHAVIDYALAYA
Haryana,Yamunanagar,Ganpati Institute of Technology & Management (GITM)
Kerala,Kozhikode,"ST. JOSEPH'S COLLEGE, DEVAGIRI"
Bihar,Bhagalpur,"T.N.B. College, Bhagalpur"
Odisha,Sambalpur,V.S.S.Medical College
Maharashtra,Mumbai,"All India Institute of Physical Medicine & Rehabilitation, Haji Ali Park, K. Khadye Marg, Mahalaxmi, Mumbai 422"
Punjab,Sangrur,"BHAI GURDAS INSTITUTE OF NURSING, SANGRUR"
Tamil Nadu,Virudhunagar,"RENGNAYAHI VARATHARAJ COLLEGE OF ENGINEERING TECHNOLOGY, VIRUDHUNAGAR"
Odisha,Bargarh,"S.N.Ayurvedic College,Paikmal"
Kerala,Wayanad,"C. M. College of Arts & Science, Kaithakkal, Panamaram"
Karnataka,Bengaluru Urban,Roohi College of Nursing
Uttrakhand,Garhwal,G.B. Pant Engineering College
Uttar Pradesh,Firozabad,"NARAIN COLLEGE,SHIKOHABAD,(FIROZABAD)"
Andhra Pradesh,Chittoor,"Sri Vidyaniketan College of Pharmacy, Sri Sainath Nagar,A .Rangam pet Tirupathi"
Assam,Kamrup Metropolitan,Government Ayurvedic College
Maharashtra,Wardha,"Datta Meghe Institute of Engineering, technology and Research, Sawangi meghe"
Uttar Pradesh,Muzaffarnagar,S.D. COLLEGE OF COMMERCE MUZAFFARANAGAR
Uttar Pradesh,Jalaun,"MUKUT BIHARI MAHAVIDYALAYA, URGAON"
Madhya Pradesh,Bhopal,"NATIONAL INSTITUTE OF TECHNICAL TEACHERS' TRAINING & RESEARCH, BHOPAL"
Madhya Pradesh,Mandsaur,"GOVERNMENT COLLEGE, SITAMAU"
Uttar Pradesh,Farrukhabad,"SHANTI NIKETAN MAHAVIDYALAYA, SHANTINAGAR"
Bihar,Samastipur,"College of Agricultural Engineering,Pusa"
Telangana,Medak,Medak College of Engineering & Technology
Uttar Pradesh,Jalaun,"BRAJKISHOR VISHNU KUMAR MAHAVIDYALAYA, ABHAIDEPUR"
West Bengal,Darjiling,"DARJEELING GOVERNMENT COLLEGE, DARJEELING"
Assam,Karimganj,Nehru College
Kerala,Malappuram,"NSS COLLEGE, MANJERI"
Punjab,Patiala,"Govt. Medical College, Sangrur Road, Patiala"
Jharkhand,Lohardaga,B. S. College
Haryana,Ambala,"M.D.S.D. Girls College, Ambala City"
Maharashtra,Thane,Jeevandip Shikshanik Sansthas Arts Commerce and Science Goveli Poi Dist Thane
Himachal Pradesh,Hamirpur,"MIT College of Engineering & Management, Village Ganoh Rajputana, PO Bani Tehsil Barsar, Distt Hamirpur"
Chhatisgarh,Raipur,Shiksha Snatak College Mandher
Kerala,Kannur,"Vimal Jyothi Engineering College, Jyothi Nagar, Chemperi, Kannur"
Tamil Nadu,Salem,Vinayaka Mission's Annapoorana College of Nursing
Uttar Pradesh,Meerut,"IIMT MANAGEMENT COLLEGE, MEERUT"
Chandigarh,Chandigarh,"Govt Home Science College,Sector-10"
Kerala,Kannur,"Academy of Pharmaceutical Sciences, Pariyaram Medical College Campus, Pariyaram Medical College (P.O), Kannur"
Rajasthan,Jhunjhunun,"Rama Devi Mahila Mahavi., Jhunjhunun"
Rajasthan,Pali,"R C MEMORIAL NURSING COLLEGE, PALI"
Andhra Pradesh,Chittoor,"Aragonda Apollo College of Nursing, Aragonda"
Jammu and Kashmir,Baramula,"UNIQUE COLLEGE OF EDUCATION, MIRGUND BARAMULLAH"
Telangana,Rangareddy,Horizon Institute of Technology
Rajasthan,Alwar,"Laxmi Devi Institute of Engineering & Technology,Alwar"
Karnataka,Bengaluru Urban,Miranda College of Nursing
Rajasthan,Udaipur,"Madan Mohan Malviya Government, Ayurveda College, Udaipur"
Meghalaya,East Khasi Hills,Women's College
Uttar Pradesh,Allahabad,"LDC INSTITUTE OF TECHNICAL STUDIES, ALLAHABAD"
Karnataka,Tumakuru,"Sri Siddhartha Medical College, Tumkur"
Sikkim,East District,Sikkim Manipal College of Nursing (SMCON)
Chhatisgarh,Raipur,Danteshwari College of Horticulture
Sikkim,East District,Sikkim Manipal College of Physiotherapy (SMCOP)
Sikkim,East District,Sikkim Manipal Institute of Technology (SMIT)
Uttar Pradesh,Etah,"SRI FARUQ HUSSAIN (P.G) COLLEGE,NIDHAULI KALAN,ETAH"
Rajasthan,Jodhpur,"VYAS DENTAL COLLEGE AND HOSPITAL, JODHPUR"
Punjab,Sahibzada Ajit Singh Nagar,"SAHEED KASHI RAM COLLEGE OF PHYSICAL EDUCATION, BHAGOO MAJRA KHARAR"
Bihar,Buxar,"Veer Kunwar Singh College of Agriculture, Dumraon"
Karnataka,Bengaluru Urban,"Garden City College of Science and Management, College,No.9, Dooravani Nagar,Bangalore-49"
Uttar Pradesh,Allahabad,"SUKHRAJI SRI RAM BALIKA MAHAVIDYALAYA,ALLAHABAD"
Bihar,Patna,"Sanjay Gandhi Institute of Dairy Technology, Patna"
Telangana,Medak,Sri YPR College of Engineering & Technology
Tamil Nadu,Salem,Vinayaka Mission's Sankarachariyar Dental College
Madhya Pradesh,Rewa,GOVT.MODAL SCIENCE COLLEGE.REWA
Karnataka,Belagavi,"G I B ARTS/SCIE/COMM COLLEGE, NIPPANI"
Kerala,Idukki,"Pavanatma College, Murrickacherry - 685"
Rajasthan,Ganganagar,S.G.N. Khalsa (PG) College
Maharashtra,Jalna,Matsyodari Shikshan Sanstha Arts commerce and Science college Jalna
Jharkhand,Bokaro,"R. V. S. COLLEGE, CHAS, BOKARO"
Karnataka,Bengaluru Urban,"BET Sadathunnisa Degree College, Bismillah Nagar, Bannerghatta Road, Jayanagar, Bangalore-29"
Rajasthan,Tonk,"Eminent T.T. Girls College, Diggi Malpura"
Bihar,Darbhanga,"M.A.Rameshwar Lata Sanskrit College, Darbhanga"
Uttar Pradesh,Sant Kabir Nagar,"Pt. Ambika Pratap Narayan Mahavidyalaya, Dumri, Hariharpur, Sant Kabir Nagar"
Himachal Pradesh,Mandi,"Namdhari Education Society, Bhojpur, Sundernagar, Distt Mandi"
West Bengal,Purba Medinipur,Kadambini Women's College of Education
Karnataka,Dakshina Kannada,SRINIVAS INSTITUTE OF DENTAL SCIENCES
Tamil Nadu,Coimbatore,"R.V.S. SIDDHA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 264), COIMBATORE"
Kerala,Thiruvananthapuram,"St.Thomas Training College, Mukkalakkal, Thiruvananthapuram"
Odisha,Rayagada,"Gayatri Institute of Computer and Management Studies, Gunupur"
Chandigarh,Chandigarh,"Chandigarh College of Engineering & Technology (Degree Wing), Sector-26"
Chhatisgarh,Janjgir - Champa,"Govt. College, Dabhara"
Bihar,Samastipur,J.P. Shikshak prashikshan Mahavidyalya
Delhi,North,Shri Ram College of Commerce
Kerala,Kozhikode,"DON BOSCO COLLEGE , MAMPETTA, MUKKAM, THAMARASSERY"
Karnataka,Dakshina Kannada,"Meridian College, Shanthi Kendra, Opposite Fathima Retreat, House Valencia, Mangalore-2"
Telangana,Nalgonda,"Kamineni Inst. of Dental Sciences, Narketpally"
Telangana,Khammam,"Mamata College of Nursing, Khammam"
Madhya Pradesh,Satna,"V.I.M.R, AMOUDHA,SATNA"
Himachal Pradesh,Kangra,"Droncharya College of Education, P.O. Rait, Tehsil Shahpur, Distt Kangra"
Karnataka,Bengaluru Urban,University Law College
Odisha,Khordha,"College of Engineering & Technology, Bhubaneswar"
Rajasthan,Jodhpur,"Padam Shri Vijaydan Detha Mahila Mahavidyalaya, Borunda"
Rajasthan,Jhunjhunun,"Shekhawati Engineering College,Dundlod,Jhunjhunu"
Kerala,Palakkad,"KARUNA MEDICAL COLLEGE, CHITTUR"
Odisha,Cuttack,"Christ College, Cuttack"
Madhya Pradesh,Sagar,"Infinity Management & Engineering College, Village - Patharia Jat Deori Road, Sagar - 470228"
Kerala,Malappuram,"ERANAD KNOWLEDGE CITY TECHNICAL CAMPUS, CHERUKULAM, MANJERI"
Kerala,Malappuram,"NASRA ARTS & SCIENCE COLLEGE, TIRURKKAD"
West Bengal,Kolkata,Chittaranjan Seva Sadan Sishu Sadan & College of Obstetics and Gynaecology
Odisha,Sundargarh,"A.W.D.I.,Sector-6,Bastia Bhawan,Rourkela"
Uttar Pradesh,Fatehpur,"SANTOSH SINGH MAHAVIDYALAYA, SARAI BAKEWAR, BINDKI,"
Rajasthan,Jhunjhunun,"Shekhawati Ayurved College, Jhunjhunu"
Jharkhand,Garhwa,"Shahdeo Chandravansi B.Ed. College,Garhwa"
Meghalaya,East Khasi Hills,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, SHILLONG"
Madhya Pradesh,Bhopal,"""Lakshmi Narain College of Pharmacy, Adampur, Raisen Road, Bhopal-462021"""
Madhya Pradesh,Bhopal,"""Lakshmi Narain College of Technology, Kalchuri Nagar, Raisen Road, Post Klua, Bhopal-462021"""
Andhra Pradesh,Chittoor,"Sree Vidyanikethan College of Nursing, Tirupati"
Uttar Pradesh,Agra,"R.B DEGREE COLLEGE,KALINDI BIHAR NARAICH,AGRA"
Rajasthan,Jodhpur,"Vyas College of Engineering and Technology, Jodhpur"
Rajasthan,Jhunjhunun,"SANJIVANI COLLEGE OF PHARMACY, JHUNJHUNU"
Karnataka,Bengaluru Urban,"Darshan College, Mysore Road, Opp. R.V. Engineering College, Bangalore-560 059."
Himachal Pradesh,Shimla,"Atal Bihari Vajpayee Govt. Institute of Engineering Technology (Degree wing), Pragatinagar, Shimla"
Kerala,Kannur,"KALA MANDIR COLLEGE OF MUSIC AND DANCE, KANNUR"
Rajasthan,Jaipur,"ST THOMAS COLLEGE OF NURSING, JAIPUR"
Rajasthan,Jaipur,D.P. Tiwari Medical And Nursing Educational Institute
Rajasthan,Bikaner,Keen College
Andhra Pradesh,Sri Potti Sriramulu Nellore,"Narayana College of (B.Sc MLT), Nellore"
Uttar Pradesh,Kanpur Dehat,"SRI VISHAMBHAR DAYAL MAHAVIDYALAYA, DABRAPUR"
Karnataka,Belagavi,Belgaum Institute of Medical Sciences
Rajasthan,Jaipur,Stani Memorial College of Engg. & Technology
Punjab,Hoshiarpur,"Smt. Urmila Devi Institute of B.Sc. (N), VPO Kharkan, Hoshiarpur"
Andhra Pradesh,Guntur,"Vagdevi Degree College, Narsaraopeta"
Maharashtra,Thane,"Padmashri Annasaheb Jadhav Bharatiya Samaj Unnati Mandals Bhiwandi Nizampur Nagarpalika Arts Science & Commerce College Bhiwandi Dist Thane 421 305."""
Madhya Pradesh,Bhopal,"University Institute of Technology, RGPV"
Telangana,Rangareddy,Nobel College of Engineering & Technology for Women
Telangana,Rangareddy,Sree Datta Institute of Engineering & Sciences
Kerala,Pathanamthitta,"V.N.S College of Arts and Science, Konni, Konnappara, Athumpumkulam P 0. - 689"
Arunachal Pradesh,East Siang,Jawaharlal Nehru College Pasighat
Uttar Pradesh,Meerut,"Meerut College Meerut Ph.No.0121-4012004, 4012000"
Chhatisgarh,Bemetara,"Vedanti Vidya Nursing Institute, Berla Bemetara"
Punjab,Gurdaspur,Govt. College Gurdaspur
Madhya Pradesh,Seoni,"MAHAJAN ARTS AND COMMERS COLLEGE, ARANDIY"
Manipur,Senapati,Mt. Everest College
Punjab,Hoshiarpur,"Giani Kartar Singh Memorial Govt. College,Tanda Urmar"
Rajasthan,Banswara,"ADARSH COLLEGE, ANANDPURI"
Bihar,Bhojpur,"Maharaja College, Ara"
Kerala,Thiruvananthapuram,"College of Engineering, Thiruvananthapuram"
Karnataka,Kalaburagi,SMT BHAGAMMA DEGREE COLLEGE OF ARTS
Haryana,Kurukshetra,Shri Krishan Institute of Engineering & Technology
Maharashtra,Aurangabad,"Maulana Azad College of Arts,commerce & Science, Roza Baug"
Rajasthan,Tonk,"Eminent Academic Girls College, Diggi Malpura"
Uttar Pradesh,Gautam Buddha Nagar,"CHET RAM SHARMA COLLEGE OF EDUCATION SADARPUR, SECTOR - 44, NOIDA Ph. No :- 91-4572032, 4573355, 4500460"
Jharkhand,Lohardaga,"AVIRAM COLLEGE OF EDUCATION FOR B.ED COURSES, KURU"
Rajasthan,Alwar,"Shri Mastsya PG College, Alwar"
Uttar Pradesh,Mainpuri,"SHRI CHITRAGUPT(P.G) COLLEGE,MAINPURI"
Uttar Pradesh,Mahrajganj,"RAJEEV GANDHI COLLEGE OF PHARMACY, MAHARAJGANJ"
Uttar Pradesh,Moradabad,"BARIK MAHAVIDYALAYA, SEHALI KHADDAR, POST DILARI"
Karnataka,Belagavi,"SPM S P PHYSICAL EDU,COLLEGE (BP.ED) , RAIBAG"
Kerala,Malappuram,"MEA ENGINEERING COLLEGE, CHEMMANIYODE"
Rajasthan,Jaipur,ARYA INSTITUTE OF ENGINEERING TECHNOLOGY AND MANAGEMENT
Bihar,Saran,"Rajendra College, Chapra"
Andhra Pradesh,West Godavari,"St. Joseph Dental College, Euluru"
Rajasthan,Tonk,"Maharana Pratap Mahavidyalaya, Uniara"
Maharashtra,Bid,"ADITYA COLLEGE OF MBA, BEED."
Kerala,Idukki,"College of Applied Sciences, Anchanadu, Marayoor, Idukki"
Andhra Pradesh,Visakhapatnam,Academy of Yoga Consciousness
Kerala,Kannur,"Govt. College of Engineering, P.O. Parassinikadavu, Kannur"
Andhra Pradesh,Chittoor,"CKS Teja Institute of Dental Sciences & Research, Tirupati"
Uttar Pradesh,Mahrajganj,"Vishva Shanti Niketan Mahavidyalaya, Rudrapur Bhaluhi, Maharajganj"
Punjab,Mansa,"Guru Teg Bahadur College of Education, Dalelwala, Teh. Budhladha, Mansa"
Manipur,Imphal East,DOEACC
Delhi,Central,Sri Guru Nanak Dev Khalsa College
Tamil Nadu,Coimbatore,"SRI RAMAKRISHNA DENTAL COLLEGE AND HOSPITAL (Inst. Code - 204), COIMBATORE"
Karnataka,Bengaluru Urban,"Lowry Memorial College, No 1603, Dooravani Nagar, Bangalore-16"
Uttar Pradesh,Firozabad,MAMTA MAHAVIDYALAYA NAIPAI FIROZABAD
Karnataka,Mandya,"Adichunchanagiri Institute Of Medical Science,"
Maharashtra,Mumbai Suburban,Institute of immunodhaemetology (indian counsil of medical research)
Uttar Pradesh,Farrukhabad,CH. PANCHAM SINGH MAHAVIDYALAYA
Uttar Pradesh,Hardoi,"SW. KOATPAL SINGH DEGREE COLLEGE, MAJHIGAWAN,"
Assam,Barpeta,Srimanta Sankar Madhab Mahavidyalaya
Puducherry,Puducherry,Tagore Arts College
Telangana,Warangal,"University Arts &Science College ,Subedari,Hanamkonda"
Uttar Pradesh,Mainpuri,"SRI RADHA MADHAV MAHAVIDHYALAYA, SABHAPUR CHITTARPUR RAM NAGAR, MAINPURI"
Maharashtra,Jalgaon,"Chaitanya Ayurved Mahavidyalya, Sakegaon, Tal-Bhusawal"
Madhya Pradesh,Bhopal,"Corporate Institute of Research & Technology, Hataikheda, Near Patel Nagar, Raisen Road, Bhopal -462022"
Rajasthan,Ganganagar,"Shri J.R. Tantia, Ayurved Nursing Training Centre, Shriganganagar"
Kerala,Idukki,"Santhigiri College of Computer Sciences, Vazhithala P.O., Thodupuzha 685"
Kerala,Malappuram,"K.M. COLLEGE OF TEACHER EDUCATION, VALILLAPUZHA"
Telangana,Adilabad,"College of Teacher Education (Tribal Welfare), Lalctekdi, Utnoor"
Maharashtra,Washim,"Reynolds Memorial Hospital & Affiliated Clinicss Nazarene Nurses Training College (B.Sc.), Pusad Road, Washim"
West Bengal,Kolkata,J B Roy Ayurvedic Medical College & Hospital
Kerala,Kannur,"Malabar Institute of Technology, Anjarakandi, Kannur"
Bihar,Saharsa,"M.L.T. College, Saharsa"
Kerala,Thiruvananthapuram,SREE GOKULAM NURSING COLLEGE
Rajasthan,Chittaurgarh,Acharya Shri Nanesh Samta Mahavidyalaya
Punjab,Faridkot,"UNIVERSITY INSTITUTE OF PHARMACY, FARIDKOT"
West Bengal,Koch Bihar,"UNIVERSITY B T AND EVENING COLLEGE, COOCHBEHAR"
Punjab,Firozpur,Dev Raj Groups Technical Campus
Haryana,Jind,Kanya Gurukul College of Education
Tamil Nadu,Chennai,"TAGORE MEDICAL COLLEGE & HOSPITAL (Inst. Code - 351), CHENNAI"
Kerala,Kasaragod,"North Malabar Institute of Technology , Nelliadukam, P.O Parakalai, Kanhangad, Kasaragod"
Tamil Nadu,Chennai,MEASI INSTITUTE OF INFORMATION TECHNOLOGY
Tamil Nadu,Pudukkottai,S V S International College of Architecture
Chhatisgarh,Durg,"MAITRI COLLEGE OF NURSING, G.E.ROAD, ANJORA"
Punjab,Ludhiana,"Guru Nanak Ayurvedic Medical College & Research Institute, Malerkotla Road, VPO Gopalpur"
Kerala,Thrissur,"ST. MARY'S COLLEGE, THRISSUR"
Tamil Nadu,Kancheepuram,"KARPAGA VINAYAGA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE (Inst. Code - 336), KANCHEEPURAM"
Meghalaya,East Khasi Hills,St. Anthony's College
Karnataka,Shivamogga,"St. Charle's Degree College, Bhadravathi."
West Bengal,Darjiling,"SILIGURI COLLEGE, DARJEELING"
Uttar Pradesh,Lalitpur,"INDERPAL SINGH M.S.D. MAHAVIDHAYALAY, JHAKHLON"
Telangana,Rangareddy,Vishwa Bharathi Arts & Science Degree College
Uttar Pradesh,Jalaun,"DAYANAND VEDIC COLLEGE, ORAI"
Rajasthan,Alwar,"VAISHNAVI COLLEGE, KATHUMAR"
Rajasthan,Jhunjhunun,"Shekhawati KanyaMahavi., Jhunjhunun"
Kerala,Malappuram,"VEDAVYASA INSTITUTE OF TECHNOLOGY, PONNEMPADAM"
Assam,Sonitpur,Tezpur College
Tamil Nadu,Kancheepuram,"KARPAGA VINAYA INSTITUTE OF MEDICAL SCIENCES & RESEARCH CENTRE (Inst. Code - 490), KANCHEEPURAM"
Uttar Pradesh,Banda,"LATE. KAMTA PRASAD SHASTRI MAHAVIDYALAYA, BADAUSA"
Uttar Pradesh,Ghazipur,"Baba Gajadhar Daas Balika Mahavidyalaya, Aatmpur Chhpara(Sadat),Ghazipur"
Odisha,Dhenkanal,"+3 Anchalika Mahavidyalaya, Barisal, Dhenkanal"
Tamil Nadu,Dindigul,KODAIKANAL CHRISTIAN COLLEGE
Uttar Pradesh,Etawah,BALRAM SINGH INSTITUTE OF SCIENCE AND TECH.
Delhi,East,Shaheed Rajguru College of Applied Sciences for Women
Tamil Nadu,Madurai,LADY DOAK COLLEGE
Haryana,Panipat,N.C. College of Engineering
Karnataka,Mandya,Sri Shambhulingeshwara College of Physical Education
Karnataka,Mysuru,"Government First Grade College, Siddarthanagar"
Andhra Pradesh,Kurnool,"St.Joseph's Degree College for Women, Kurnool"
Karnataka,Davanagere,"G M Institute of Technology, DAVANGERE"
Rajasthan,Baran,"Sushrut Ayurved Nursing Training Centre, Baran"
Karnataka,Kalaburagi,SRI SHIVANA GUNDESHWAR EDUCATION SOCIETY LOVELY FRIEND ARTS DEGREE COLLEGE
Andhra Pradesh,Sri Potti Sriramulu Nellore,"Vijaya College of Nursing, Nellore"
Andhra Pradesh,West Godavari,"GSL College of B.Sc MLT, Rajahmundry"
Karnataka,Chikkaballapura,"Dolphin's Degree College, Near Poojamma Temple, Nellimaradahalli Road, Shidlagatta, Chikkaballapur Dist."
Maharashtra,Pune,"Vidya Pratishthans Arts, Commerce & Science College, M.I.D.C.Baramati, Pune 413100"
Odisha,Bhadrak,"UTKALMANI SANSKRIT MOHAVIDYALAYA, BETADA"
Maharashtra,Amravati,"Dhamangaon Education Societys College of Engineering & Technology,Dhamangaon Rly."
